#------------------------------------------------------------------
# Lay_LPF_3GHz_01_merged.txt
#
# This file was created by LinkCAD 5.7.0 Build 4508.
# It is a text translation of a GDSII format binary file.
#------------------------------------------------------------------

#----- GDSII Stream Format: Version 3

HEADER          3;

#----- Library: Lay_LPF_3GHz_01_merged.txt

BGNLIB          03/22/2010 11:12:39 03/22/2010 11:12:39;
LIBNAME         Lay_LPF_3GHz_01_merged.txt;
UNITS           1.000000e-003 1.000000e-009;

#----- Structure: Lay_LPF_3GHz_01

BGNSTR          03/22/2010 11:12:39 03/22/2010 11:12:39;
STRNAME         Lay_LPF_3GHz_01;
   LAYER	           COMPONENT INDEX     PolyNo              VIA_Connect1        VIA_Connect2        VIA_Connect3        Capacitor_1         Capacitor_2         Inductor_start      Inductor_end        Component type      connet_number    
	17  		              0  	          0  	            4  		              976905332  	             -1  	              1869504357  	              1  	             0  
	18  		              1  	          1  	            7667772  		              7536750  	             -1  	              6619246  	              0  	             0  
	18  		              2  	          2  	           -1  		             -1  	             -1  	              0  	              0  	             0  
	18  		              3  	          3  	            6  		              0  	             -1  	              0  	              1  	             3  
	18  		              4  	          4  	            8  		              1  	             -1  	              0  	              1  	             4  
	19  		              5  	          5  	           -1  		             -1  	             -1  	              0  	              0  	             4  
	19  		              6  	          6  	            0  		              0  	             -1  	              0  	              0  	             3  
	19  		              7  	          7  	            0  		              0  	             -1  	              0  	              0  	             0  
	19  		              8  	          8  	            0  		              0  	             -1  	              0  	              0  	             0  
	19  		              9  	          9  	            9  		              7  	             -1  	              0  	              1  	             9  
	19  		              10  	          10  	            10  		              5  	             -1  	              0  	              1  	             10  
	19  		              11  	          11  	            0  		              0  	             -1  	              0  	              0  	             11  
	19  		              12  	          12  	           -1  		             -1  	             -1  	              0  	              0  	             20  
	19  		              13  	          13  	            0  		              0  	             -1  	              0  	              0  	             13  
	20  		              14  	          14  	            0  		              0  	             -1  	              0  	              0  	             0  
	20  		              15  	          15  	            0  		              0  	             -1  	              0  	              0  	             0  
	20  		              16  	          16  	            0  		              0  	             -1  	              0  	              0  	             3  
	20  		              17  	          17  	            0  		              0  	             -1  	              0  	              0  	             4  
	20  		              18  	          18  	            0  		              0  	             -1  	              0  	              0  	             18  
	20  		              19  	          19  	            0  		              0  	             -1  	              0  	              0  	             19  
	20  		              20  	          20  	            0  		              10  	             -1  	              0  	              1  	             20  
	21  		              21  	          21  	            0  		              0  	             -1  	              0  	              0  	             21  
	21  		              22  	          22  	            0  		              0  	             -1  	              0  	              0  	             22  
	21  		              23  	          23  	            0  		              0  	             -1  	              0  	              0  	             23  
	21  		              24  	          24  	            0  		              0  	             -1  	              0  	              0  	             24  
	21  		              25  	          25  	           -1  		             -1  	             -1  	              0  	              0  	             0  
	21  		              26  	          26  	           -1  		             -1  	             -1  	              0  	              0  	             0  
	21  		              27  	          27  	            0  		              0  	             -1  	              0  	              0  	             3  
	21  		              28  	          28  	            0  		              0  	             -1  	              0  	              0  	             4  
	21  		              29  	          29  	            0  		              0  	             -1  	              0  	              0  	             0  
	21  		              30  	          30  	            0  		              0  	             -1  	              0  	              0  	             0  
	22  		              31  	          31  	            0  		              0  	             -1  	              0  	              0  	             3  
	22  		              32  	          32  	            0  		              0  	             -1  	              0  	              0  	             0  
	22  		              33  	          33  	            0  		              0  	             -1  	              0  	              0  	             0  
	22  		              34  	          34  	            0  		              0  	             -1  	              0  	              0  	             34  
	22  		              35  	          35  	            0  		              0  	             -1  	              0  	              0  	             35  
	22  		              36  	          36  	            0  		              0  	             -1  	              0  	              0  	             36  
	22  		              37  	          37  	            0  		              0  	             -1  	              0  	              0  	             37  
	22  		              38  	          38  	            0  		              0  	             -1  	              0  	              0  	             4  
	22  		              39  	          39  	            0  		              0  	             -1  	              0  	              0  	             0  
	22  		              40  	          40  	            0  		              0  	             -1  	              0  	              0  	             0  
	22  		              41  	          41  	            0  		              0  	             -1  	              0  	              0  	             0  
	22  		              42  	          42  	            0  		              0  	             -1  	              0  	              0  	             0  
	23  		              43  	          43  	            0  		              0  	             -1  	              0  	              0  	             0  
	23  		              44  	          44  	            0  		              0  	             -1  	              0  	              0  	             0  
	23  		              45  	          45  	            0  		              0  	             -1  	              0  	              0  	             0  
	23  		              46  	          46  	            0  		              0  	             -1  	              0  	              0  	             0  
	23  		              47  	          47  	            0  		              0  	             -1  	              0  	              0  	             47  
	23  		              48  	          48  	            0  		              0  	             -1  	              0  	              0  	             48  
	23  		              49  	          49  	            0  		              0  	             -1  	              0  	              0  	             0  
	23  		              50  	          50  	            0  		              0  	             -1  	              0  	              0  	             0  
	23  		              51  	          51  	            0  		              0  	             -1  	              0  	              0  	             51  
	23  		              52  	          52  	            0  		              0  	             -1  	              0  	              0  	             3  
	23  		              53  	          53  	            0  		              0  	             -1  	              0  	              0  	             53  
	23  		              54  	          54  	            0  		              0  	             -1  	              0  	              0  	             4  
	24  		              55  	          55  	            0  		              0  	             -1  	              0  	              0  	             0  
	24  		              56  	          56  	            0  		              0  	             -1  	              0  	              0  	             0  
	24  		              57  	          57  	            0  		              0  	             -1  	              0  	              0  	             0  
	24  		              58  	          58  	            0  		              0  	             -1  	              0  	              0  	             0  
	24  		              59  	          59  	            0  		              0  	             -1  	              0  	              0  	             59  
	24  		              60  	          60  	            0  		              0  	             -1  	              0  	              0  	             0  
	24  		              61  	          61  	            0  		              0  	             -1  	              0  	              0  	             61  
	24  		              62  	          62  	            0  		              0  	             -1  	              0  	              0  	             0  
	40  		              63  	          63  	            0  		              0  	             -1  	              0  	              0  	             0  
	40  		              64  	          64  	            0  		              0  	             -1  	              0  	              0  	             0  
ENDSTR
ENDLIB
